Betreiber;Straße;Hausnummer;Adresszusatz;Postleitzahl;Ort;Bundesland;Kreis/kreisfreie Stadt;Breitengrad;Längengrad;Inbetriebnahmedatum;Anschlussleistung;Art der Ladeeinrichung;Anzahl Ladepunkte;Steckertypen1;P1 [kW];Public Key1;Steckertypen2;P2 [kW];Public Key2;Steckertypen3;P3 [kW];Public Key3;Steckertypen4;P4 [kW];Public Key4
LANXESS Deutschland GmbH;Kennedyplatz;1;;50569;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,937417;6,97069;22.07.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
LANXESS Deutschland GmbH;Kennedyplatz;1;;50569;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,937417;6,97069;22.07.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
LANXESS Deutschland GmbH;Kennedyplatz;1;;50569;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,937417;6,97069;22.07.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
LANXESS Deutschland GmbH;Kennedyplatz;1;;50569;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,937417;6,97069;22.07.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Johannisstraße;74;;50667;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,94498;6,960778;08.12.20;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Ludwigsstraße;1;;50667;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,937607;6,955156;04.09.18;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Ludwigsstraße;1;;50667;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,937607;6,955156;12.12.20;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Kreissparkasse Köln;Neumarkt;18-24;;50667;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,9368728;6,9465494;23.04.21;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;3059301306072a8648ce3d020106082a8648ce3d0301070342000402150126accf2d9679809d7d1d1915c440406498b7e4cab8b2e6be41b7d1efbed6c815b023a191a07740c635f0793e360e24dc5c1cf7ababbcf50cc8543989b4;;;;;;;;;
Kreissparkasse Köln;Neumarkt;18-24;;50667;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,9368728;6,9465494;23.04.21;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;3059301306072a8648ce3d020106082a8648ce3d03010703420004abe33e79aa27e2cb41afa8af09dabd600fc377ef6c871accd94040ff9bd2e6213c1dfa1b6a2517bc70baa2c6597505c7a2455d9011e73b425acb196fe02c65db;;;;;;;;;
Kreissparkasse Köln;Neumarkt;18-24;;50667;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,9368728;6,9465494;23.04.21;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;3059301306072a8648ce3d020106082a8648ce3d03010703420004da847e2b229cddaa84bc1d999d49559d97e6d09436a8a0dabc24b251cb396ecf537d4bbdc7770f4f246a49037ce3fddbbc9227f2aa40fc31e8cf071f5b6577f6;;;;;;;;;
Kreissparkasse Köln;Neumarkt;18-24;;50667;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,9368728;6,9465494;23.04.21;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;3059301306072a8648ce3d020106082a8648ce3d030107034200049d720390e2b7eebee71af18d5a1e45112db065c0fc38295f2b5b4b996bb4f9a94c58b84e99695a835b81a9e4d1de6fe0a222071602432524927c85f3ce44f7de;;;;;;;;;
Kreissparkasse Köln;Neumarkt;18-24;;50667;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,9368728;6,9465494;23.04.21;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;3059301306072a8648ce3d020106082a8648ce3d030107034200045804688a7cecf3af053e68ad81ae7cf71611e44380fe8b8643759a5e1fb5f58a0bd283333fae3614de20360b021feb672c4d193c935991b8c74b1c2f05992a7e;;;;;;;;;
Kreissparkasse Köln;Neumarkt;18-24;;50667;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,9368728;6,9465494;23.04.21;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;3059301306072a8648ce3d020106082a8648ce3d03010703420004ca8dbf363c38f3cda8a5b5451b45d8636418e5c61a8bd70f891e1218faa7356031e3b294a69aeaa940f5eeb43a188efddc695f2be453d70f82f541c7f6cb4425;;;;;;;;;
Rheinenergie AG;Johannisstraße;76-80;;50668;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,944661;6,96153;16.05.14;22;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;11;;AC Steckdose Typ 2, AC Schuko;11;;;;;;;
Rheinenergie AG;Kardinal-Frings-Straße;1-3;;50668;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,944306;6,952838;26.11.19;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Kardinal-Frings-Straße;1-3;;50668;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,944306;6,952838;26.11.19;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Kardinal-Frings-Straße;1-3;;50668;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,944306;6,952838;26.11.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Kardinal-Frings-Straße;1-3;;50668;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,944306;6,952838;26.11.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Riehler Platz;1;;50668;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,954988;6,966254;18.12.20;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Riehler Straße;31;;50668;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,952666;6,961192;19.11.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Neusser Wall;50;;50668;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,9562;6,96723;07.10.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Hansaring;89;;50670;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,948236;6,950133;27.10.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Erftstraße;19;;50672;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,945892;6,941821;21.12.20;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Erftstraße;19;;50672;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,945892;6,941821;21.12.20;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Erftstraße;19;;50672;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,945892;6,941821;21.12.20;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Kreutzerstraße;4;;50672;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,943959;6,929286;05.02.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Neue Maastrichter Straße ;6;;50672;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,939253;6,934088;27.09.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Moselstraße;74;;50674;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,92814;6,93723;16.11.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Agrippastraße;45;;50676;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,933123;6,9523;09.11.17;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Lungengasse;40;ggü.;50676;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,934986;6,946149;27.06.13;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Laurenzplatz;4;;50677;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,938292;6,957722;13.12.20;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Mainzer Straße;42-48;;50678;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,919056;6,964449;06.08.20;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Annostraße;12;;50678;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,923198;6,961561;08.06.21;44;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Hönninger Weg;166;;50678;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,912548;6,940296;22.09.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Karolingerring;8;;50678;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,921388;6,958706;29.07.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Picassoplatz;0;(Auenweg);50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,943511;6,973142;31.10.13;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
Rheinenergie AG;Picassoplatz;0;(Auenweg);50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,943511;6,973142;31.10.13;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
Rheinenergie AG;Erna-Scheffler-Straße;5;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,940991;6,992267;03.04.17;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Willy-Brandt-Platz;3;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,939396;6,981609;16.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Willy-Brandt-Platz;3;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,939396;6,981609;16.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Willy-Brandt-Platz;3;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,939396;6,981609;16.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Willy-Brandt-Platz;3;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,939396;6,981609;16.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Willy-Brandt-Platz;3;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,939396;6,981609;16.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Pfälzischer Ring;0;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,945882;6,989198;26.11.18;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Pfälzischer Ring;0;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,945882;6,989198;26.11.18;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Pfälzischer Ring;0;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,945882;6,989198;26.11.18;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Pfälzischer Ring;0;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,945882;6,989198;26.11.18;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Pfälzischer Ring;0;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,945882;6,989198;26.11.18;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Pfälzischer Ring;0;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,945882;6,989198;26.11.18;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Pfälzischer Ring;0;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,945882;6,989198;26.11.18;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Pfälzischer Ring;0;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,945882;6,989198;26.11.18;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Pfälzischer Ring;0;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,945882;6,989198;26.11.18;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Pfälzischer Ring;0;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,945882;6,989198;26.11.18;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Charles-de-Gaulle-Platz;0;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,941859;6,972245;29.03.17;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Charles-de-Gaulle-Platz;0;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,941859;6,972245;29.03.17;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Willy-Brandt Platz;3;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,939396;6,981609;16.12.19;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Willy-Brandt Platz;3;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,939318;6,979939;26.02.21;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Willy-Brandt Platz;3;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,939318;6,979939;26.02.21;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Willy-Brandt Platz;3;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,939318;6,979939;26.02.21;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Willy-Brandt Platz;3;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,939318;6,979939;26.02.21;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Constantinstraße;90;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,9391;6,977574;07.05.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Gotenring;31;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,933969;6,97751;22.04.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Gotenring;8;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,93634;6,977732;22.04.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Helenenwallstraße;40;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,931567;6,9719;23.04.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Riphahnstraße;21;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;51,01908;6,90241;09.06.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Iltisstraße;128;A;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,963909;6,914013;13.09.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Karlstraße;5;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,937826;6,972033;30.11.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
EnBW mobility+ AG und Co.KG ;Deutz-Kalker-Str.;103;;50679;Köln Deutz;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,937223;6,991939;05.02.21;300;Schnellladeeinrichtung;2;DC Kupplung Combo;300;;DC Kupplung Combo, DC CHAdeMO;300;;;;;;;
amperio GmbH;Siegburger Str.;229;;50679;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,923747;6,980576;24.11.20;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;AIG2ZLVUGFDV7HAZ5HRLDSAVX3ATUGIIHCNBKM3L;;;;;;;;;
Rheinenergie AG;Sedanstraße;6;;50688;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,951987;6,961789;11.12.19;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Sedanstraße;6;;50688;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,951987;6,961789;11.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Sedanstraße;6;;50688;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,951987;6,961789;11.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Sedanstraße;6;;50688;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,951987;6,961789;11.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Sedanstraße;6;;50688;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,951987;6,961789;11.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Sedanstraße;6;;50688;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,951987;6,961789;11.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Sedanstraße;6;;50688;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,951987;6,961789;11.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Sedanstraße;6;;50688;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,951987;6,961789;11.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Sedanstraße;6;;50688;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,951987;6,961789;11.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Sedanstraße;6;;50688;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,951987;6,961789;11.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Sedanstraße;6;;50688;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,951987;6,961789;11.12.19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
Rheinenergie AG;Neusser Str.;242;;50733;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,963081;6,955304;07.10.13;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
Rheinenergie AG;Neusser Str.;310;;50733;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,96621;6,95357;27.02.17;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Neusser Str.;230;;50733;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,962449;6,9543;27.02.17;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Neusser Str.;216;;50733;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,961831;6,954461;27.02.17;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
Rheinenergie AG;Neusser Straße;453;;50733;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,972486;6,950572;18.02.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Merheimer Straße;217;;50733;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,966793;6,947419;22.09.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Niehler Kirchweg;39;;50733;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,969082;6,951013;16.11.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Simon-Meister Straße;3;;50733;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,966032;6,951083;26.11.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Auerstraße;23;;50733;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,96;6,95884;08.09.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Josefine-Clouth-Straße;42;;50733;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,966645;6,960478;08.09.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Esenbeckstraße;14;;50735;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,968218;6,97511;09.02.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Am Molenkopf;3;;50735;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,974132;6,988296;10.12.20;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Niehler Straße;358;;50735;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,97716;6,96027;07.04.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Amsterdamer Straße;267;;50735;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,978652;6,968383;02.09.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Rheinenergie AG;Amsterdamer Straße;213;;50735;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,97508;6,96902;28.10.21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
Charge-ON GmbH;Boltensternstraße;353;;50735;Köln;Nordrhein-Westfalen;Kreisfreie Stadt Köln;50,98049;6,96886;10.09.18;93;Schnellladeeinrichtung;2;AC Kupplung Typ 2;43;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
